# This file lists the individual Hector runs to be performed for each emissions scenario,,,,,,
# The first two columns (mean, SD) give information about the S distribution used;,,,,,
# `param_set` gives the relevant line number in the S data file;,,,,,,
# `temperature.S`` is the random draw from that distribution;,,,,,,
# and the last (run_number) a sequentially increasing run number, i.e. line number in runset file.,,,,,
type,mean,SD,param_set,temperature.S,run_number,runname_mc
AR5,3,NA,2,1.705,2,rffsps_2
AR5,3,NA,2,1.957,2,rffsps_2
AR5,3,NA,2,2.606,2,rffsps_2
AR5,3,NA,2,2.774,2,rffsps_2
AR5,3,NA,2,6.801,2,rffsps_2
AR5,3,NA,2,3.391,2,rffsps_2
AR5,3,NA,2,4.357,2,rffsps_2
AR5,3,NA,2,1.919,2,rffsps_2
AR5,3,NA,2,2.507,2,rffsps_2
AR5,3,NA,2,4.902,2,rffsps_2
AR5,3,NA,2,1.025,2,rffsps_2
AR5,3,NA,2,3.149,2,rffsps_2
AR5,3,NA,2,3.8,2,rffsps_2
AR5,3,NA,2,4.477,2,rffsps_2
AR5,3,NA,2,2.732,2,rffsps_2
AR5,3,NA,2,3.011,2,rffsps_2
AR5,3,NA,2,2.936,2,rffsps_2
AR5,3,NA,2,4.076,2,rffsps_2
AR5,3,NA,2,3.667,2,rffsps_2
AR5,3,NA,2,2.005,2,rffsps_2
AR5,3,NA,2,4.544,2,rffsps_2
AR5,3,NA,2,0.459,2,rffsps_2
AR5,3,NA,2,5.514,2,rffsps_2
AR5,3,NA,2,2.867,2,rffsps_2
AR5,3,NA,2,2.978,2,rffsps_2
AR5,3,NA,2,1.922,2,rffsps_2
AR5,3,NA,2,2.597,2,rffsps_2
AR5,3,NA,2,2.68,2,rffsps_2
AR5,3,NA,2,5.099,2,rffsps_2
AR5,3,NA,2,1.609,2,rffsps_2
AR5,3,NA,2,2.536,2,rffsps_2
AR5,3,NA,2,3.338,2,rffsps_2
AR5,3,NA,2,7.436,2,rffsps_2
AR5,3,NA,2,3.766,2,rffsps_2
AR5,3,NA,2,3.145,2,rffsps_2
AR5,3,NA,2,1.948,2,rffsps_2
AR5,3,NA,2,5.556,2,rffsps_2
AR5,3,NA,2,3.167,2,rffsps_2
AR5,3,NA,2,1.196,2,rffsps_2
AR5,3,NA,2,3.661,2,rffsps_2
AR5,3,NA,2,3.354,2,rffsps_2
AR5,3,NA,2,4.929,2,rffsps_2
AR5,3,NA,2,4.049,2,rffsps_2
AR5,3,NA,2,4.03,2,rffsps_2
AR5,3,NA,2,4.339,2,rffsps_2
AR5,3,NA,2,1.929,2,rffsps_2
AR5,3,NA,2,0.694,2,rffsps_2
AR5,3,NA,2,5.064,2,rffsps_2
AR5,3,NA,2,4.647,2,rffsps_2
AR5,3,NA,2,4.248,2,rffsps_2
AR5,3,NA,2,3.778,2,rffsps_2
AR5,3,NA,2,4.183,2,rffsps_2
AR5,3,NA,2,2.827,2,rffsps_2
AR5,3,NA,2,2.577,2,rffsps_2
AR5,3,NA,2,1.219,2,rffsps_2
AR5,3,NA,2,1.945,2,rffsps_2
AR5,3,NA,2,2.693,2,rffsps_2
AR5,3,NA,2,4.203,2,rffsps_2
AR5,3,NA,2,1.624,2,rffsps_2
AR5,3,NA,2,3.691,2,rffsps_2
AR5,3,NA,2,1.676,2,rffsps_2
AR5,3,NA,2,4.04,2,rffsps_2
AR5,3,NA,2,2.281,2,rffsps_2
AR5,3,NA,2,1.949,2,rffsps_2
AR5,3,NA,2,2.758,2,rffsps_2
AR5,3,NA,2,2.779,2,rffsps_2
AR5,3,NA,2,1.458,2,rffsps_2
AR5,3,NA,2,5.034,2,rffsps_2
AR5,3,NA,2,2.193,2,rffsps_2
AR5,3,NA,2,4.218,2,rffsps_2
AR5,3,NA,2,1.398,2,rffsps_2
AR5,3,NA,2,4.643,2,rffsps_2
AR5,3,NA,2,2.972,2,rffsps_2
AR5,3,NA,2,3.365,2,rffsps_2
AR5,3,NA,2,2.93,2,rffsps_2
AR5,3,NA,2,4.34,2,rffsps_2
AR5,3,NA,2,4.013,2,rffsps_2
AR5,3,NA,2,1.582,2,rffsps_2
AR5,3,NA,2,2.693,2,rffsps_2
AR5,3,NA,2,9.517,2,rffsps_2
AR5,3,NA,2,3.168,2,rffsps_2
AR5,3,NA,2,3.923,2,rffsps_2
AR5,3,NA,2,4.764,2,rffsps_2
AR5,3,NA,2,4.023,2,rffsps_2
AR5,3,NA,2,2.318,2,rffsps_2
AR5,3,NA,2,1.695,2,rffsps_2
AR5,3,NA,2,1.091,2,rffsps_2
AR5,3,NA,2,2.1,2,rffsps_2
AR5,3,NA,2,2.87,2,rffsps_2
AR5,3,NA,2,3.153,2,rffsps_2
AR5,3,NA,2,4.459,2,rffsps_2
AR5,3,NA,2,3.045,2,rffsps_2
AR5,3,NA,2,3.269,2,rffsps_2
AR5,3,NA,2,3.667,2,rffsps_2
AR5,3,NA,2,3.597,2,rffsps_2
AR5,3,NA,2,5.037,2,rffsps_2
AR5,3,NA,2,6.941,2,rffsps_2
AR5,3,NA,2,2.574,2,rffsps_2
AR5,3,NA,2,3.065,2,rffsps_2
AR5,3,NA,2,3.867,2,rffsps_2
AR5,3,NA,2,3.705,2,rffsps_2
AR5,3,NA,2,1.659,2,rffsps_2
AR5,3,NA,2,4.397,2,rffsps_2
AR5,3,NA,2,0.191,2,rffsps_2
AR5,3,NA,2,4.499,2,rffsps_2
AR5,3,NA,2,0.945,2,rffsps_2
AR5,3,NA,2,1.488,2,rffsps_2
AR5,3,NA,2,2.5,2,rffsps_2
AR5,3,NA,2,3.038,2,rffsps_2
AR5,3,NA,2,4.44,2,rffsps_2
AR5,3,NA,2,3.404,2,rffsps_2
AR5,3,NA,2,3.705,2,rffsps_2
AR5,3,NA,2,1.914,2,rffsps_2
AR5,3,NA,2,3.641,2,rffsps_2
AR5,3,NA,2,2.081,2,rffsps_2
AR5,3,NA,2,1.703,2,rffsps_2
AR5,3,NA,2,4.57,2,rffsps_2
AR5,3,NA,2,1.321,2,rffsps_2
AR5,3,NA,2,2.727,2,rffsps_2
AR5,3,NA,2,2.521,2,rffsps_2
AR5,3,NA,2,4.442,2,rffsps_2
AR5,3,NA,2,4.512,2,rffsps_2
AR5,3,NA,2,1.795,2,rffsps_2
AR5,3,NA,2,2.621,2,rffsps_2
AR5,3,NA,2,4.957,2,rffsps_2
AR5,3,NA,2,0.682,2,rffsps_2
AR5,3,NA,2,2.93,2,rffsps_2
AR5,3,NA,2,3.252,2,rffsps_2
AR5,3,NA,2,2.788,2,rffsps_2
AR5,3,NA,2,4.159,2,rffsps_2
AR5,3,NA,2,4.034,2,rffsps_2
AR5,3,NA,2,2.009,2,rffsps_2
AR5,3,NA,2,4.122,2,rffsps_2
AR5,3,NA,2,4.642,2,rffsps_2
AR5,3,NA,2,2.799,2,rffsps_2
AR5,3,NA,2,2.888,2,rffsps_2
AR5,3,NA,2,1.893,2,rffsps_2
AR5,3,NA,2,2.416,2,rffsps_2
AR5,3,NA,2,2.257,2,rffsps_2
AR5,3,NA,2,4.162,2,rffsps_2
AR5,3,NA,2,3.613,2,rffsps_2
AR5,3,NA,2,4.374,2,rffsps_2
AR5,3,NA,2,5.228,2,rffsps_2
AR5,3,NA,2,3.897,2,rffsps_2
AR5,3,NA,2,2.632,2,rffsps_2
AR5,3,NA,2,4.993,2,rffsps_2
AR5,3,NA,2,3.051,2,rffsps_2
AR5,3,NA,2,2.758,2,rffsps_2
AR5,3,NA,2,3.745,2,rffsps_2
AR5,3,NA,2,3.002,2,rffsps_2
AR5,3,NA,2,4.413,2,rffsps_2
AR5,3,NA,2,2.691,2,rffsps_2
AR5,3,NA,2,2.562,2,rffsps_2
AR5,3,NA,2,1.058,2,rffsps_2
AR5,3,NA,2,1.676,2,rffsps_2
AR5,3,NA,2,6.931,2,rffsps_2
AR5,3,NA,2,2.761,2,rffsps_2
AR5,3,NA,2,2.402,2,rffsps_2
AR5,3,NA,2,2.536,2,rffsps_2
AR5,3,NA,2,3.4,2,rffsps_2
AR5,3,NA,2,3.171,2,rffsps_2
AR5,3,NA,2,0.895,2,rffsps_2
AR5,3,NA,2,3.651,2,rffsps_2
AR5,3,NA,2,4.017,2,rffsps_2
AR5,3,NA,2,2.827,2,rffsps_2
AR5,3,NA,2,1.59,2,rffsps_2
AR5,3,NA,2,3.802,2,rffsps_2
AR5,3,NA,2,3.419,2,rffsps_2
AR5,3,NA,2,2.378,2,rffsps_2
AR5,3,NA,2,1.612,2,rffsps_2
AR5,3,NA,2,1.545,2,rffsps_2
AR5,3,NA,2,2.68,2,rffsps_2
AR5,3,NA,2,8.377,2,rffsps_2
AR5,3,NA,2,2.363,2,rffsps_2
AR5,3,NA,2,2.76,2,rffsps_2
AR5,3,NA,2,3.284,2,rffsps_2
AR5,3,NA,2,4.767,2,rffsps_2
AR5,3,NA,2,2.684,2,rffsps_2
AR5,3,NA,2,4.274,2,rffsps_2
AR5,3,NA,2,1.93,2,rffsps_2
AR5,3,NA,2,2.913,2,rffsps_2
AR5,3,NA,2,2.678,2,rffsps_2
AR5,3,NA,2,0.856,2,rffsps_2
AR5,3,NA,2,2.173,2,rffsps_2
AR5,3,NA,2,4.354,2,rffsps_2
AR5,3,NA,2,4.662,2,rffsps_2
AR5,3,NA,2,3.44,2,rffsps_2
AR5,3,NA,2,1.843,2,rffsps_2
AR5,3,NA,2,2.498,2,rffsps_2
AR5,3,NA,2,4.771,2,rffsps_2
AR5,3,NA,2,3.032,2,rffsps_2
AR5,3,NA,2,5.072,2,rffsps_2
AR5,3,NA,2,8.344,2,rffsps_2
AR5,3,NA,2,1.374,2,rffsps_2
AR5,3,NA,2,4.678,2,rffsps_2
AR5,3,NA,2,4.761,2,rffsps_2
AR5,3,NA,2,2.266,2,rffsps_2
AR5,3,NA,2,4.252,2,rffsps_2
AR5,3,NA,2,9.893,2,rffsps_2
AR5,3,NA,2,1.674,2,rffsps_2
AR5,3,NA,2,2.708,2,rffsps_2
AR5,3,NA,2,4.286,2,rffsps_2
AR5,3,NA,2,2.261,2,rffsps_2
AR5,3,NA,2,3.65,2,rffsps_2
AR5,3,NA,2,1.808,2,rffsps_2
AR5,3,NA,2,2.876,2,rffsps_2
AR5,3,NA,2,1.068,2,rffsps_2
AR5,3,NA,2,1.278,2,rffsps_2
AR5,3,NA,2,4.72,2,rffsps_2
AR5,3,NA,2,3.875,2,rffsps_2
AR5,3,NA,2,2.657,2,rffsps_2
AR5,3,NA,2,3.926,2,rffsps_2
AR5,3,NA,2,1.672,2,rffsps_2
AR5,3,NA,2,2.541,2,rffsps_2
AR5,3,NA,2,5.041,2,rffsps_2
AR5,3,NA,2,1.729,2,rffsps_2
AR5,3,NA,2,4.946,2,rffsps_2
AR5,3,NA,2,3.262,2,rffsps_2
AR5,3,NA,2,4.31,2,rffsps_2
AR5,3,NA,2,3.629,2,rffsps_2
AR5,3,NA,2,3.343,2,rffsps_2
AR5,3,NA,2,4.065,2,rffsps_2
AR5,3,NA,2,4.816,2,rffsps_2
AR5,3,NA,2,3.357,2,rffsps_2
AR5,3,NA,2,1.11,2,rffsps_2
AR5,3,NA,2,3.431,2,rffsps_2
AR5,3,NA,2,3.396,2,rffsps_2
AR5,3,NA,2,3.064,2,rffsps_2
AR5,3,NA,2,3.142,2,rffsps_2
AR5,3,NA,2,2.784,2,rffsps_2
AR5,3,NA,2,2.243,2,rffsps_2
AR5,3,NA,2,2.697,2,rffsps_2
AR5,3,NA,2,3.247,2,rffsps_2
AR5,3,NA,2,3.713,2,rffsps_2
AR5,3,NA,2,1.947,2,rffsps_2
AR5,3,NA,2,2.356,2,rffsps_2
AR5,3,NA,2,2.594,2,rffsps_2
AR5,3,NA,2,3.37,2,rffsps_2
AR5,3,NA,2,2.537,2,rffsps_2
AR5,3,NA,2,3.65,2,rffsps_2
AR5,3,NA,2,6.849,2,rffsps_2
AR5,3,NA,2,3.319,2,rffsps_2
AR5,3,NA,2,3.706,2,rffsps_2
AR5,3,NA,2,2.446,2,rffsps_2
AR5,3,NA,2,4.816,2,rffsps_2
AR5,3,NA,2,7.322,2,rffsps_2
AR5,3,NA,2,2.625,2,rffsps_2
AR5,3,NA,2,3.662,2,rffsps_2
AR5,3,NA,2,2.78,2,rffsps_2
AR5,3,NA,2,2.324,2,rffsps_2
AR5,3,NA,2,3.254,2,rffsps_2
AR5,3,NA,2,3.738,2,rffsps_2
AR5,3,NA,2,4.369,2,rffsps_2
AR5,3,NA,2,3.527,2,rffsps_2
AR5,3,NA,2,2.704,2,rffsps_2
AR5,3,NA,2,4.554,2,rffsps_2
AR5,3,NA,2,3.755,2,rffsps_2
AR5,3,NA,2,4.182,2,rffsps_2
AR5,3,NA,2,5.176,2,rffsps_2
AR5,3,NA,2,2.763,2,rffsps_2
AR5,3,NA,2,2.197,2,rffsps_2
AR5,3,NA,2,4.596,2,rffsps_2
AR5,3,NA,2,2.486,2,rffsps_2
AR5,3,NA,2,3.329,2,rffsps_2
AR5,3,NA,2,7.812,2,rffsps_2
AR5,3,NA,2,5.341,2,rffsps_2
AR5,3,NA,2,3.798,2,rffsps_2
AR5,3,NA,2,2.593,2,rffsps_2
AR5,3,NA,2,3.571,2,rffsps_2
AR5,3,NA,2,2.906,2,rffsps_2
AR5,3,NA,2,7.755,2,rffsps_2
AR5,3,NA,2,4.717,2,rffsps_2
AR5,3,NA,2,2.291,2,rffsps_2
AR5,3,NA,2,3.254,2,rffsps_2
AR5,3,NA,2,2.383,2,rffsps_2
AR5,3,NA,2,3.18,2,rffsps_2
AR5,3,NA,2,3.62,2,rffsps_2
AR5,3,NA,2,2.139,2,rffsps_2
AR5,3,NA,2,3.056,2,rffsps_2
AR5,3,NA,2,2.305,2,rffsps_2
AR5,3,NA,2,6.189,2,rffsps_2
AR5,3,NA,2,4.41,2,rffsps_2
AR5,3,NA,2,2.527,2,rffsps_2
AR5,3,NA,2,2.369,2,rffsps_2
AR5,3,NA,2,4.744,2,rffsps_2
AR5,3,NA,2,1.99,2,rffsps_2
AR5,3,NA,2,2.961,2,rffsps_2
AR5,3,NA,2,4.798,2,rffsps_2
AR5,3,NA,2,4.05,2,rffsps_2
AR5,3,NA,2,6.906,2,rffsps_2
AR5,3,NA,2,3.782,2,rffsps_2
AR5,3,NA,2,3.83,2,rffsps_2
AR5,3,NA,2,2.119,2,rffsps_2
AR5,3,NA,2,4.189,2,rffsps_2
AR5,3,NA,2,2.998,2,rffsps_2
AR5,3,NA,2,5.14,2,rffsps_2
AR5,3,NA,2,4.071,2,rffsps_2
AR5,3,NA,2,6.061,2,rffsps_2
AR5,3,NA,2,2.086,2,rffsps_2
AR5,3,NA,2,2.556,2,rffsps_2
AR5,3,NA,2,1.396,2,rffsps_2
AR5,3,NA,2,5.182,2,rffsps_2
AR5,3,NA,2,2.103,2,rffsps_2
AR5,3,NA,2,2.343,2,rffsps_2
AR5,3,NA,2,2.404,2,rffsps_2
AR5,3,NA,2,3.974,2,rffsps_2
AR5,3,NA,2,3.806,2,rffsps_2
AR5,3,NA,2,2.872,2,rffsps_2
AR5,3,NA,2,2.871,2,rffsps_2
AR5,3,NA,2,3.731,2,rffsps_2
AR5,3,NA,2,5.332,2,rffsps_2
AR5,3,NA,2,4.394,2,rffsps_2
AR5,3,NA,2,2.691,2,rffsps_2
AR5,3,NA,2,8.119,2,rffsps_2
AR5,3,NA,2,2.068,2,rffsps_2
AR5,3,NA,2,1.334,2,rffsps_2
AR5,3,NA,2,2.531,2,rffsps_2
AR5,3,NA,2,3.016,2,rffsps_2
AR5,3,NA,2,3.168,2,rffsps_2
AR5,3,NA,2,3.378,2,rffsps_2
AR5,3,NA,2,4.486,2,rffsps_2
AR5,3,NA,2,1.866,2,rffsps_2
AR5,3,NA,2,5.635,2,rffsps_2
AR5,3,NA,2,2.536,2,rffsps_2
AR5,3,NA,2,2.404,2,rffsps_2
AR5,3,NA,2,3.282,2,rffsps_2
AR5,3,NA,2,3.979,2,rffsps_2
AR5,3,NA,2,2.994,2,rffsps_2
AR5,3,NA,2,3.109,2,rffsps_2
AR5,3,NA,2,4.821,2,rffsps_2
AR5,3,NA,2,2.877,2,rffsps_2
AR5,3,NA,2,2.619,2,rffsps_2
AR5,3,NA,2,4.116,2,rffsps_2
AR5,3,NA,2,3.215,2,rffsps_2
AR5,3,NA,2,3.059,2,rffsps_2
AR5,3,NA,2,1.65,2,rffsps_2
AR5,3,NA,2,2.752,2,rffsps_2
AR5,3,NA,2,2.069,2,rffsps_2
AR5,3,NA,2,5.541,2,rffsps_2
AR5,3,NA,2,0.807,2,rffsps_2
AR5,3,NA,2,2.521,2,rffsps_2
AR5,3,NA,2,1.599,2,rffsps_2
AR5,3,NA,2,2.858,2,rffsps_2
AR5,3,NA,2,4.977,2,rffsps_2
AR5,3,NA,2,5.012,2,rffsps_2
AR5,3,NA,2,3.26,2,rffsps_2
AR5,3,NA,2,2.474,2,rffsps_2
AR5,3,NA,2,2.296,2,rffsps_2
AR5,3,NA,2,3.272,2,rffsps_2
AR5,3,NA,2,1.535,2,rffsps_2
AR5,3,NA,2,2.526,2,rffsps_2
AR5,3,NA,2,4.816,2,rffsps_2
AR5,3,NA,2,3.773,2,rffsps_2
AR5,3,NA,2,4.167,2,rffsps_2
AR5,3,NA,2,3.085,2,rffsps_2
AR5,3,NA,2,3.17,2,rffsps_2
AR5,3,NA,2,4.602,2,rffsps_2
AR5,3,NA,2,8.638,2,rffsps_2
AR5,3,NA,2,2.565,2,rffsps_2
AR5,3,NA,2,2.035,2,rffsps_2
AR5,3,NA,2,1.796,2,rffsps_2
AR5,3,NA,2,6.188,2,rffsps_2
AR5,3,NA,2,3.325,2,rffsps_2
AR5,3,NA,2,1.415,2,rffsps_2
AR5,3,NA,2,3.735,2,rffsps_2
AR5,3,NA,2,1.702,2,rffsps_2
AR5,3,NA,2,3.981,2,rffsps_2
AR5,3,NA,2,3.025,2,rffsps_2
AR5,3,NA,2,2.783,2,rffsps_2
AR5,3,NA,2,2.747,2,rffsps_2
AR5,3,NA,2,2.972,2,rffsps_2
AR5,3,NA,2,1.791,2,rffsps_2
AR5,3,NA,2,1.405,2,rffsps_2
AR5,3,NA,2,4.137,2,rffsps_2
AR5,3,NA,2,1.782,2,rffsps_2
AR5,3,NA,2,1.033,2,rffsps_2
AR5,3,NA,2,2.267,2,rffsps_2
AR5,3,NA,2,3.774,2,rffsps_2
AR5,3,NA,2,2.203,2,rffsps_2
AR5,3,NA,2,1.737,2,rffsps_2
AR5,3,NA,2,3.257,2,rffsps_2
AR5,3,NA,2,2.352,2,rffsps_2
AR5,3,NA,2,2.039,2,rffsps_2
AR5,3,NA,2,1.964,2,rffsps_2
AR5,3,NA,2,4.023,2,rffsps_2
AR5,3,NA,2,2.894,2,rffsps_2
AR5,3,NA,2,4.491,2,rffsps_2
AR5,3,NA,2,2.695,2,rffsps_2
AR5,3,NA,2,5.266,2,rffsps_2
AR5,3,NA,2,2.903,2,rffsps_2
AR5,3,NA,2,1.992,2,rffsps_2
AR5,3,NA,2,4.124,2,rffsps_2
AR5,3,NA,2,2.487,2,rffsps_2
AR5,3,NA,2,1.059,2,rffsps_2
AR5,3,NA,2,1.579,2,rffsps_2
AR5,3,NA,2,2.809,2,rffsps_2
AR5,3,NA,2,1.514,2,rffsps_2
AR5,3,NA,2,4.546,2,rffsps_2
AR5,3,NA,2,5.631,2,rffsps_2
AR5,3,NA,2,3.858,2,rffsps_2
AR5,3,NA,2,2.85,2,rffsps_2
AR5,3,NA,2,1.156,2,rffsps_2
AR5,3,NA,2,3.465,2,rffsps_2
AR5,3,NA,2,3.26,2,rffsps_2
AR5,3,NA,2,5.848,2,rffsps_2
AR5,3,NA,2,4.934,2,rffsps_2
AR5,3,NA,2,7.028,2,rffsps_2
AR5,3,NA,2,7.438,2,rffsps_2
AR5,3,NA,2,1.358,2,rffsps_2
AR5,3,NA,2,2.486,2,rffsps_2
AR5,3,NA,2,3.623,2,rffsps_2
AR5,3,NA,2,1.958,2,rffsps_2
AR5,3,NA,2,3.047,2,rffsps_2
AR5,3,NA,2,4.988,2,rffsps_2
AR5,3,NA,2,1.539,2,rffsps_2
AR5,3,NA,2,3.039,2,rffsps_2
AR5,3,NA,2,0.812,2,rffsps_2
AR5,3,NA,2,3.646,2,rffsps_2
AR5,3,NA,2,4.235,2,rffsps_2
AR5,3,NA,2,2.814,2,rffsps_2
AR5,3,NA,2,3.75,2,rffsps_2
AR5,3,NA,2,1.215,2,rffsps_2
AR5,3,NA,2,0.845,2,rffsps_2
AR5,3,NA,2,3.92,2,rffsps_2
AR5,3,NA,2,3.826,2,rffsps_2
AR5,3,NA,2,5.522,2,rffsps_2
AR5,3,NA,2,4.409,2,rffsps_2
AR5,3,NA,2,2.199,2,rffsps_2
AR5,3,NA,2,1.324,2,rffsps_2
AR5,3,NA,2,2.973,2,rffsps_2
AR5,3,NA,2,1.211,2,rffsps_2
AR5,3,NA,2,2.874,2,rffsps_2
AR5,3,NA,2,3.747,2,rffsps_2
AR5,3,NA,2,2.514,2,rffsps_2
AR5,3,NA,2,3.876,2,rffsps_2
AR5,3,NA,2,6.733,2,rffsps_2
AR5,3,NA,2,4.766,2,rffsps_2
AR5,3,NA,2,2.452,2,rffsps_2
AR5,3,NA,2,1.184,2,rffsps_2
AR5,3,NA,2,2.506,2,rffsps_2
AR5,3,NA,2,1.646,2,rffsps_2
AR5,3,NA,2,2.318,2,rffsps_2
AR5,3,NA,2,3.925,2,rffsps_2
AR5,3,NA,2,4.86,2,rffsps_2
AR5,3,NA,2,2.961,2,rffsps_2
AR5,3,NA,2,3.966,2,rffsps_2
AR5,3,NA,2,3.526,2,rffsps_2
AR5,3,NA,2,6.916,2,rffsps_2
AR5,3,NA,2,3.139,2,rffsps_2
AR5,3,NA,2,3.742,2,rffsps_2
AR5,3,NA,2,2.427,2,rffsps_2
AR5,3,NA,2,2.241,2,rffsps_2
AR5,3,NA,2,1.96,2,rffsps_2
AR5,3,NA,2,2.4,2,rffsps_2
AR5,3,NA,2,3.448,2,rffsps_2
AR5,3,NA,2,3.932,2,rffsps_2
AR5,3,NA,2,4.944,2,rffsps_2
AR5,3,NA,2,4.588,2,rffsps_2
AR5,3,NA,2,1.236,2,rffsps_2
AR5,3,NA,2,3.688,2,rffsps_2
AR5,3,NA,2,2.827,2,rffsps_2
AR5,3,NA,2,3.711,2,rffsps_2
AR5,3,NA,2,1.634,2,rffsps_2
AR5,3,NA,2,6.753,2,rffsps_2
AR5,3,NA,2,7.659,2,rffsps_2
AR5,3,NA,2,3.464,2,rffsps_2
AR5,3,NA,2,3.646,2,rffsps_2
AR5,3,NA,2,5.057,2,rffsps_2
AR5,3,NA,2,5.199,2,rffsps_2
AR5,3,NA,2,2.358,2,rffsps_2
AR5,3,NA,2,2.663,2,rffsps_2
AR5,3,NA,2,2.92,2,rffsps_2
AR5,3,NA,2,4.607,2,rffsps_2
AR5,3,NA,2,2.586,2,rffsps_2
AR5,3,NA,2,2.593,2,rffsps_2
AR5,3,NA,2,2.618,2,rffsps_2
AR5,3,NA,2,2.055,2,rffsps_2
AR5,3,NA,2,2.726,2,rffsps_2
AR5,3,NA,2,2.023,2,rffsps_2
AR5,3,NA,2,2.49,2,rffsps_2
AR5,3,NA,2,3.207,2,rffsps_2
AR5,3,NA,2,1.755,2,rffsps_2
AR5,3,NA,2,6.903,2,rffsps_2
AR5,3,NA,2,1.996,2,rffsps_2
AR5,3,NA,2,2.178,2,rffsps_2
AR5,3,NA,2,2.656,2,rffsps_2
AR5,3,NA,2,2.782,2,rffsps_2
AR5,3,NA,2,3.96,2,rffsps_2
AR5,3,NA,2,4.163,2,rffsps_2
AR5,3,NA,2,1.703,2,rffsps_2
AR5,3,NA,2,4.323,2,rffsps_2
AR5,3,NA,2,3.702,2,rffsps_2
AR5,3,NA,2,4.363,2,rffsps_2
AR5,3,NA,2,1.749,2,rffsps_2
AR5,3,NA,2,0.566,2,rffsps_2
AR5,3,NA,2,4.959,2,rffsps_2
AR5,3,NA,2,4.054,2,rffsps_2
AR5,3,NA,2,1.672,2,rffsps_2
AR5,3,NA,2,2.827,2,rffsps_2
AR5,3,NA,2,3.201,2,rffsps_2
AR5,3,NA,2,2.65,2,rffsps_2
AR5,3,NA,2,3.629,2,rffsps_2
AR5,3,NA,2,3.425,2,rffsps_2
AR5,3,NA,2,1.69,2,rffsps_2
AR5,3,NA,2,4.518,2,rffsps_2
AR5,3,NA,2,3.614,2,rffsps_2
AR5,3,NA,2,2.142,2,rffsps_2
AR5,3,NA,2,3.775,2,rffsps_2
AR5,3,NA,2,2.646,2,rffsps_2
AR5,3,NA,2,1.492,2,rffsps_2
AR5,3,NA,2,1.777,2,rffsps_2
AR5,3,NA,2,6.2,2,rffsps_2
AR5,3,NA,2,3.067,2,rffsps_2
AR5,3,NA,2,4.555,2,rffsps_2
AR5,3,NA,2,4.21,2,rffsps_2
AR5,3,NA,2,1.636,2,rffsps_2
AR5,3,NA,2,3.144,2,rffsps_2
AR5,3,NA,2,1.728,2,rffsps_2
AR5,3,NA,2,2.58,2,rffsps_2
AR5,3,NA,2,4.726,2,rffsps_2
AR5,3,NA,2,3.857,2,rffsps_2
AR5,3,NA,2,2.2,2,rffsps_2
AR5,3,NA,2,2.349,2,rffsps_2
AR5,3,NA,2,2.895,2,rffsps_2
AR5,3,NA,2,3.986,2,rffsps_2
AR5,3,NA,2,4.206,2,rffsps_2
AR5,3,NA,2,2.36,2,rffsps_2
AR5,3,NA,2,4.606,2,rffsps_2
AR5,3,NA,2,3.348,2,rffsps_2
AR5,3,NA,2,6.398,2,rffsps_2
AR5,3,NA,2,8.434,2,rffsps_2
AR5,3,NA,2,0.696,2,rffsps_2
AR5,3,NA,2,4.945,2,rffsps_2
AR5,3,NA,2,2.451,2,rffsps_2
AR5,3,NA,2,2.564,2,rffsps_2
AR5,3,NA,2,4.695,2,rffsps_2
AR5,3,NA,2,2.809,2,rffsps_2
AR5,3,NA,2,3.776,2,rffsps_2
AR5,3,NA,2,4.255,2,rffsps_2
AR5,3,NA,2,2.422,2,rffsps_2
AR5,3,NA,2,4.333,2,rffsps_2
AR5,3,NA,2,4.661,2,rffsps_2
AR5,3,NA,2,3.054,2,rffsps_2
AR5,3,NA,2,2.621,2,rffsps_2
AR5,3,NA,2,1.78,2,rffsps_2
AR5,3,NA,2,3.983,2,rffsps_2
AR5,3,NA,2,3.854,2,rffsps_2
AR5,3,NA,2,1.661,2,rffsps_2
AR5,3,NA,2,3.212,2,rffsps_2
AR5,3,NA,2,3.65,2,rffsps_2
AR5,3,NA,2,2.803,2,rffsps_2
AR5,3,NA,2,4.205,2,rffsps_2
AR5,3,NA,2,3.289,2,rffsps_2
AR5,3,NA,2,1.911,2,rffsps_2
AR5,3,NA,2,2.207,2,rffsps_2
AR5,3,NA,2,5.361,2,rffsps_2
AR5,3,NA,2,3.265,2,rffsps_2
AR5,3,NA,2,3.46,2,rffsps_2
AR5,3,NA,2,4.514,2,rffsps_2
AR5,3,NA,2,4.253,2,rffsps_2
AR5,3,NA,2,1.935,2,rffsps_2
AR5,3,NA,2,2.113,2,rffsps_2
AR5,3,NA,2,2.756,2,rffsps_2
AR5,3,NA,2,3.005,2,rffsps_2
AR5,3,NA,2,1.779,2,rffsps_2
AR5,3,NA,2,4.883,2,rffsps_2
AR5,3,NA,2,3.891,2,rffsps_2
AR5,3,NA,2,1.356,2,rffsps_2
AR5,3,NA,2,3.719,2,rffsps_2
AR5,3,NA,2,8.634,2,rffsps_2
AR5,3,NA,2,0.956,2,rffsps_2
AR5,3,NA,2,2.814,2,rffsps_2
AR5,3,NA,2,4.175,2,rffsps_2
AR5,3,NA,2,3.509,2,rffsps_2
AR5,3,NA,2,2.734,2,rffsps_2
